0,1,2
1756899689.193725,,-0.8848825223343862
1756899689.195658,,-0.8830246572117723
1756899689.1977468,,-0.8690906687921679
1756899689.1998596,,-0.843080557075573
1756899689.201764,,-0.8142836476750572
1756899689.2037137,,-0.7966339290102249
1756899689.206175,,-0.794776063887611
1756899689.208393,,-0.795704996448918
1756899689.2103956,,-0.7826999405906205
1756899689.212091,,-0.77062381729363
1756899689.213555,,-0.7901314010810763
1756899689.215515,,-0.8570145454951774
1756899689.2175326,,-0.9434052736967248
1756899689.2194872,,-1.0028569576203703
1756899689.2214222,,-1.0205066762852026
1756899689.2234097,,-1.0270092042143513
1756899689.2253814,,-1.058592911298788
1756899689.2273417,,-1.1143288649772056
1756899689.2292771,,-1.157988695358633
1756899689.2312603,,-1.1617044256038607
1756899689.2331998,,-1.1403389766938006
1756899689.2351336,,-1.1310496510807309
1756899689.23718,,-1.1505572348681772
1756899689.239095,,-1.1849277396365347
1756899689.2410944,,-1.2155825141596643
1756899689.2431,,-1.2406636933149524
1756899689.244989,,-1.2768920632059237
1756899689.2470012,,-1.3279833540778068
1756899689.2489295,,-1.3818614426336104
1756899689.2508848,,-1.4236634078924235
1756899689.2530496,,-1.4506024521703256
1756899689.2548926,,-1.4701100359577717
1756899689.256775,,-1.4933333499904458
1756899689.258782,,-1.5184145291457336
1756899689.2607512,,-1.536064247810566
1756899689.2628796,,-1.5444246408623286
1756899689.264689,,-1.5472114385462494
1756899689.266648,,-1.5499982362301703
1756899689.2685957,,-1.553713966475398
1756899689.2705784,,-1.5611454269658538
1756899689.2725108,,-1.5806530107533001
1756899689.2744744,,-1.6224549760121132
1756899689.2764676,,-1.6716884017613822
1756899689.2784045,,-1.700485311161898
1756899689.2803798,,-1.6865513227422935
1756899689.2823272,,-1.6456782900447873
1756899689.284307,,-1.6196681783281923
1756899689.286243,,-1.6336021667477967
1756899689.2882342,,-1.6679726715161542
1756899689.2901783,,-1.679119862251838
1756899689.2922049,,-1.651251885412629
1756899689.294134,,-1.6122367178377366
1756899689.2961378,,-1.5983027294181322
1756899689.2980006,,-1.6113077852764297
1756899689.300027,,-1.6205971108894994
1756899689.3020358,,-1.604805257347281
1756899689.303892,,-1.5732215502628444
1756899689.306491,,-1.556500764159319
1756899689.3084843,,-1.562074359527161
1756899689.310322,,-1.5676479548950026
1756899689.3122993,,-1.5518561013527843
1756899689.3148654,,-1.5286327873201102
1756899689.3159945,,-1.5212013268296545
1756899689.3177452,,-1.5351353152492588
1756899689.319701,,-1.5407089106171008
1756899689.3216302,,-1.5156277314618127
1756899689.3236282,,-1.4682521708351577
1756899689.3255973,,-1.4338816660668001
1756899689.3275185,,-1.4273791381376515
1756899689.3295677,,-1.4218055427698097
1756899689.3314624,,-1.39115076824668
1756899689.3334126,,-1.3484198704265598
1756899689.3354502,,-1.3289122866391136
1756899689.337355,,-1.3502777355491737
