0,1,2
1756899050.2231262,-0.04098226764398892,-0.25430334655878845
1756899050.2235196,-0.04098226764398892,-0.3888039629289708
1756899050.225546,-0.04098226764398892,-0.4680632547185425
1756899050.2275276,-0.04098226764398892,-0.38400036948717853
1756899050.2294023,-0.04098226764398892,-0.23508897279161955
1756899050.2314088,-0.04098226764398892,-0.19425842853638564
1756899050.233393,-0.04098226764398892,-0.3023392809767107
1756899050.235417,-0.04098226764398892,-0.43203630390510084
1756899050.237214,-0.04098226764398892,-0.44644708423047746
1756899050.239129,-0.04098226764398892,-0.3888039629289708
1756899050.2412057,-0.04098226764398892,-0.4032147432543475
1756899050.2431962,-0.04098226764398892,-0.48247403504391917
1756899050.24537,-0.04098226764398892,-0.49688481536929585
1756899050.247193,-0.04098226764398892,-0.37679497932449024
1756899050.2492504,-0.04098226764398892,-0.25190154983789237
1756899050.2511926,-0.04098226764398892,-0.3119464678602952
1756899050.2531624,-0.04098226764398892,-0.5401171563454259
1756899050.255127,-0.04098226764398892,-0.7178501136917382
1756899050.256884,-0.04098226764398892,-0.669814179273816
1756899050.259026,-0.04098226764398892,-0.48247403504391917
1756899050.2609277,-0.04098226764398892,-0.3984111498125552
1756899050.262842,-0.04098226764398892,-0.5112955956946725
1756899050.2649276,-0.04098226764398892,-0.669814179273816
1756899050.266678,-0.04098226764398892,-0.6770195694365043
1756899050.2688673,-0.04098226764398892,-0.5185009858573609
1756899050.27084,-0.04098226764398892,-0.36238419899911356
1756899050.272725,-0.04098226764398892,-0.34076802851104854
1756899050.2747684,-0.04098226764398892,-0.40561653997524355
1756899050.276749,-0.04098226764398892,-0.4632596612767503
1756899050.278803,-0.04098226764398892,-0.45605427111406194
1756899050.2810955,-0.04098226764398892,-0.42242911702151636
1756899050.2827532,-0.04098226764398892,-0.41762552357972416
1756899050.2847114,-0.04098226764398892,-0.4536524743931658
1756899050.2867067,-0.04098226764398892,-0.5064920022528803
1756899050.2886844,-0.04098226764398892,-0.5305099694618415
1756899050.2905102,-0.04098226764398892,-0.4848758317648153
1756899050.2924228,-0.04098226764398892,-0.34557162195284075
1756899050.294387,-0.04098226764398892,-0.17984764821100896
1756899050.2963583,-0.04098226764398892,-0.08617757609606055
1756899050.298524,-0.04098226764398892,-0.1149991367468139
1756899050.3006785,-0.04098226764398892,-0.18465124165280117
1756899050.3029878,-0.04098226764398892,-0.17264225804832062
1756899050.304042,-0.04098226764398892,-0.06215960888709942
1756899050.306043,-0.04098226764398892,0.021903276344264533
1756899050.3080013,-0.04098226764398892,-0.03814164167813829
1756899050.3099847,-0.04098226764398892,-0.20146381869907398
1756899050.3121269,-0.04098226764398892,-0.3143482645811913
1756899050.3139544,-0.04098226764398892,-0.27111592360506126
1756899050.315916,-0.04098226764398892,-0.17984764821100896
1756899050.3179429,-0.04098226764398892,-0.21347280230355453
1756899050.3198678,-0.04098226764398892,-0.3984111498125552
1756899050.3225873,-0.04098226764398892,-0.6025638710887248
1756899050.323832,-0.04098226764398892,-0.6650105858320238
1756899050.325714,-0.04098226764398892,-0.5809477006006598
1756899050.3276942,-0.04098226764398892,-0.4656614579976464
1756899050.3297012,-0.04098226764398892,-0.4080183366961397
1756899050.3315823,-0.04098226764398892,-0.393607556370763
1756899050.3336654,-0.04098226764398892,-0.3383662317901524
1756899050.3356383,-0.04098226764398892,-0.2062674121408662
1756899050.337509,-0.04098226764398892,-0.028534454794553837
1756899050.3394043,-0.04098226764398892,0.14199311238907017
1756899050.3413785,-0.04098226764398892,0.25968115171297973
1756899050.3433716,-0.04098226764398892,0.2981098992473175
1756899050.3452666,-0.04098226764398892,0.2572793549920836
1756899050.3472846,-0.04098226764398892,0.19723443696968077
1756899050.349192,-0.04098226764398892,0.17081467303982353
1756899050.351198,-0.04098226764398892,0.1636092828771352
1756899050.3531709,-0.04098226764398892,0.07954639764577125
1756899050.3550928,-0.04098226764398892,-0.1149991367468139
1756899050.3571,-0.04098226764398892,-0.3191518580229835
1756899050.359067,-0.04098226764398892,-0.39120575964986687
1756899050.3609862,-0.04098226764398892,-0.3167500613020874
1756899050.3630905,-0.04098226764398892,-0.25430334655878845
1756899050.3649628,-0.04098226764398892,-0.33116084162746406
1756899050.366898,-0.04098226764398892,-0.48727762848571143
1756899050.3688867,-0.04098226764398892,-0.5713405137170754
1756899050.3708196,-0.04098226764398892,-0.5233045792991531
1756899050.372758,-0.04098226764398892,-0.44644708423047746
1756899050.374788,-0.04098226764398892,-0.44164349078868526
1756899050.3767602,-0.04098226764398892,-0.48247403504391917
1756899050.3786852,-0.04098226764398892,-0.5329117661827376
1756899050.3806877,-0.04098226764398892,-0.6217782448558937
1756899050.382658,-0.04098226764398892,-0.8067165923648945
1756899050.3845918,-0.04098226764398892,-1.010869313641064
1756899050.3865943,-0.04098226764398892,-1.1213519628022852
1756899050.3885674,-0.04098226764398892,-1.159780710336623
1756899050.3904457,-0.04098226764398892,-1.3086921070321822
1756899050.3924358,-0.04098226764398892,-1.6905777856546642
1756899050.3944786,-0.04098226764398892,-2.149320959345822
1756899050.3963218,-0.04098226764398892,-2.4207239888070826
1756899050.3983755,-0.04098226764398892,-2.4639563297832123
1756899050.4003544,-0.04098226764398892,-2.4783671101085893
1756899050.4022777,-0.04098226764398892,-2.617671319920564
1756899050.4043062,-0.04098226764398892,-2.7641809198952267
1756899050.406216,-0.04098226764398892,-2.6801180346638627
1756899050.4081717,-0.04098226764398892,-2.346268290459303
1756899050.410175,-0.04098226764398892,-1.9787933921621976
1756899050.4121451,-0.04098226764398892,-1.7338101266307941
1756899050.4140382,-0.04098226764398892,-1.4984340479829752
1756899050.416072,-0.04098226764398892,-1.0973339955933241
1756899050.4183297,-0.04098226764398892,-0.5545279366708026
1756899050.419978,-0.04098226764398892,-0.11740093346771002
1756899050.4219742,-0.04098226764398892,0.04111765011143344
1756899050.4239562,-0.04098226764398892,0.00989429273978397
1756899050.4258406,-0.04098226764398892,0.005090699297991743
1756899050.4285448,-0.04098226764398892,0.09635897469204403
1756899050.4303792,-0.04098226764398892,0.17561826648161577
1756899050.432197,-0.04098226764398892,0.1443949091099663
1756899050.434136,-0.04098226764398892,0.06513561732039456
1756899050.4360237,-0.04098226764398892,0.06993921076218679
1756899050.438054,-0.04098226764398892,0.1636092828771352
1756899050.439906,-0.04098226764398892,0.2044398271323691
1756899050.4415529,-0.04098226764398892,0.12277873862190128
1756899050.443504,-0.04098226764398892,-0.0045164875855927085
1756899050.4455633,-0.04098226764398892,-0.023730861352761614
1756899050.447568,-0.04098226764398892,0.10116256813383626
1756899050.4494696,-0.04098226764398892,0.25007396482939526
1756899050.4514234,-0.04098226764398892,0.2788955254801486
1756899050.453378,-0.04098226764398892,0.14199311238907017
1756899050.4552784,-0.04098226764398892,-0.050150625282618856
1756899050.457335,-0.04098226764398892,-0.11019554330502168
1756899050.4592805,-0.04098226764398892,0.06033202387860234
1756899050.461238,-0.04098226764398892,0.35575302054882424
1756899050.4632049,-0.04098226764398892,0.5406913680578249
1756899050.4651785,-0.04098226764398892,0.46623566971004543
1756899050.4671557,-0.04098226764398892,0.2380649812249147
1756899050.469107,-0.04098226764398892,0.15400209599355075
1756899050.471076,-0.04098226764398892,0.372565597595097
1756899050.473105,-0.04098226764398892,0.7160225286832411
1756899050.4749572,-0.04098226764398892,0.8577285352161118
1756899050.4769747,-0.04098226764398892,0.6535758139399422
1756899050.47893,-0.04098226764398892,0.3269314598980709
1756899050.4809265,-0.04098226764398892,0.18042185992340798
1756899050.482928,-0.04098226764398892,0.26928833859656415
1756899050.4848735,-0.04098226764398892,0.3845745811995776
1756899050.4868329,-0.04098226764398892,0.3341368500607592
1756899050.4899848,-0.04098226764398892,0.17081467303982353
1756899050.4907825,-0.04098226764398892,0.07714460092487513
1756899050.492694,-0.04098226764398892,0.10116256813383626
1756899050.4946096,-0.04098226764398892,0.13718951894727796
1756899050.4965582,-0.04098226764398892,0.12518053534279738
1756899050.498652,-0.04098226764398892,0.12277873862190128
1756899050.500589,-0.04098226764398892,0.21164521729505745
1756899050.5025406,-0.04098226764398892,0.35094942710703203
1756899050.504543,-0.04098226764398892,0.3845745811995776
1756899050.506515,-0.04098226764398892,0.29090450908462917
1756899050.50844,-0.04098226764398892,0.2044398271323691
1756899050.510465,-0.04098226764398892,0.2620829484338758
1756899050.512361,-0.04098226764398892,0.4037889549667465
1756899050.5143623,-0.04098226764398892,0.44702129594287654
1756899050.5162842,-0.04098226764398892,0.3029134926891098
1756899050.5183108,-0.04098226764398892,0.11317155173831682
1756899050.5202465,-0.04098226764398892,0.0723410074830829
1756899050.5221872,-0.04098226764398892,0.2188506074577458
1756899050.5250592,-0.04098226764398892,0.394181768083162
1756899050.5261276,-0.04098226764398892,0.4302087188966037
1756899050.5281353,-0.04098226764398892,0.3029134926891098
1756899050.530117,-0.04098226764398892,0.1491985025517585
1756899050.5321343,-0.04098226764398892,0.09635897469204403
1756899050.53397,-0.04098226764398892,0.12037694190100516
1756899050.5360038,-0.04098226764398892,0.11797514518010906
1756899050.537997,-0.04098226764398892,0.04351944683232955
1756899050.5398629,-0.04098226764398892,-0.042945235119930515
1756899050.541854,-0.04098226764398892,-0.035739844957242174
1756899050.5438905,-0.04098226764398892,0.08434999108756347
1756899050.545825,-0.04098226764398892,0.24286857466670692
1756899050.5478115,-0.04098226764398892,0.3389404435025514
1756899050.549745,-0.04098226764398892,0.32452966317717474
1756899050.551678,-0.04098226764398892,0.23326138778312247
1756899050.5537076,-0.04098226764398892,0.1491985025517585
1756899050.55562,-0.04098226764398892,0.13478772222638183
1756899050.5576231,-0.04098226764398892,0.15400209599355075
1756899050.5595942,-0.04098226764398892,0.15160029927265464
1756899050.561483,-0.04098226764398892,0.10116256813383626
1756899050.5635197,-0.04098226764398892,0.04351944683232955
1756899050.565496,-0.04098226764398892,0.053126633715914
1756899050.567391,-0.04098226764398892,0.13959131566817407
